Transition_ID,Time,Grade_From,Grade_To,Stock_Flow,Filler_Flow,Steam_Pressure,Machine_Speed,Moisture,Ash,Caliper,Wire_Vacuum,Refiner_Load,Draw_Tension,Target_BasisWeight,Actual_BasisWeight,Deviation_Pct,Off_Spec,Time_To_Stable
1,19,80,100,154.32,21.04,5.0,397.79,6.46,11.98,10.05,19.59,68.53,2.22,100,101.55,1.551,0,0
1,20,80,100,160.87,24.24,4.89,374.98,5.82,11.33,9.89,19.01,72.37,2.35,100,102.8,2.795,1,0
1,21,80,100,157.97,22.14,5.12,384.64,6.66,12.08,9.97,20.11,70.09,2.71,100,103.16,3.158,1,0
1,22,80,100,156.17,23.07,4.73,392.48,6.66,12.44,9.88,19.67,74.81,2.62,100,103.09,3.091,1,0
1,23,80,100,164.09,21.12,4.92,391.33,6.55,11.54,9.97,20.22,70.91,2.46,100,102.31,2.31,0,0
1,24,80,100,160.23,23.01,5.11,411.65,7.16,12.25,10.12,18.19,71.68,2.54,100,102.5,2.503,1,0
1,25,80,100,160.63,23.89,5.12,412.0,6.62,11.72,10.07,17.12,73.12,1.85,100,100.67,0.675,0,0
1,26,80,100,161.36,23.48,4.71,392.88,7.05,11.61,10.45,19.07,73.06,2.64,100,102.37,2.366,0,0
1,27,80,100,156.99,22.89,4.99,386.35,6.4,11.41,10.18,19.16,71.16,2.38,100,101.75,1.751,0,0
1,28,80,100,161.85,22.0,4.74,411.05,6.34,10.87,10.09,19.17,67.77,2.43,100,101.89,1.89,0,0
1,29,80,100,161.12,23.63,4.65,403.31,6.38,11.61,10.17,19.85,76.58,2.6,100,102.03,2.026,0,0
1,30,80,100,161.06,23.77,5.03,401.31,6.83,11.95,9.85,18.74,73.71,2.4,100,101.54,1.541,0,0
1,31,80,100,162.01,22.63,5.19,403.79,6.01,13.15,9.9,17.97,69.17,2.25,100,101.0,0.999,0,0
1,32,80,100,159.18,22.66,5.15,403.4,6.63,12.33,10.12,17.7,70.89,2.07,100,100.88,0.879,0,0
1,33,80,100,159.99,24.05,5.3,402.03,6.3,12.39,9.89,18.98,74.68,2.32,100,101.33,1.333,0,0
1,34,80,100,162.03,22.05,5.24,406.99,6.54,11.39,9.83,18.61,72.97,2.26,100,101.04,1.042,0,0
1,35,80,100,156.27,22.8,5.03,424.45,5.95,13.18,10.03,19.0,72.13,2.47,100,101.21,1.209,0,0
1,36,80,100,164.36,22.54,5.28,393.56,6.48,11.14,10.09,19.93,71.57,2.37,100,100.91,0.91,0,0
1,37,80,100,159.31,21.41,4.77,402.27,7.03,14.25,9.88,19.84,72.03,2.38,100,101.16,1.16,0,0
1,38,80,100,160.19,23.11,4.9,386.02,5.88,12.52,9.94,18.78,71.95,2.52,100,101.15,1.153,0,0
1,39,80,100,158.03,24.23,5.39,404.95,6.89,12.99,10.23,19.32,73.76,2.48,100,100.89,0.89,0,0
1,40,80,100,162.1,21.64,4.8,413.04,6.84,13.19,9.95,18.18,70.89,2.42,100,100.85,0.85,0,0
1,41,80,100,163.4,22.64,5.09,390.11,6.68,12.0,9.85,18.96,71.33,2.36,100,101.06,1.059,0,0
1,42,80,100,159.7,22.76,4.48,391.06,6.39,11.45,10.28,18.99,75.05,2.41,100,100.84,0.84,0,0
1,43,80,100,159.73,23.0,5.43,376.8,5.7,11.57,10.0,19.65,73.08,2.34,100,100.9,0.896,0,0
1,44,80,100,163.09,23.18,5.24,402.73,6.28,12.56,10.02,18.97,75.64,2.03,100,100.36,0.364,0,0
1,45,80,100,156.44,22.64,4.94,384.93,6.11,11.31,10.49,20.23,70.76,2.35,100,100.58,0.582,0,0
1,46,80,100,154.28,22.88,4.75,399.15,5.86,11.39,10.03,19.23,72.91,2.2,100,100.59,0.591,0,0
1,47,80,100,157.6,23.63,5.0,386.24,6.37,12.29,10.12,19.05,75.92,2.55,100,100.77,0.765,0,0
1,48,80,100,162.25,24.93,5.49,387.72,6.13,13.19,9.79,18.33,71.26,2.46,100,100.61,0.605,0,0
1,49,80,100,158.05,22.33,4.82,391.2,7.41,12.24,10.18,18.79,71.23,2.29,100,100.21,0.215,0,0
1,50,80,100,155.87,21.19,4.44,388.05,7.03,11.96,10.26,19.37,73.31,2.26,100,100.51,0.51,0,0
1,51,80,100,162.19,22.42,5.14,405.66,6.28,11.1,9.76,19.0,72.54,2.28,100,100.43,0.432,0,0
1,52,80,100,161.71,23.62,5.39,412.77,6.1,13.35,9.89,19.5,72.26,2.34,100,100.33,0.329,0,0
1,53,80,100,159.49,21.44,5.24,415.17,6.18,12.24,9.85,18.47,73.37,2.39,100,100.58,0.582,0,0
1,54,80,100,158.55,24.0,5.02,407.96,6.32,11.96,9.98,18.42,73.86,2.5,100,100.54,0.541,0,0
1,55,80,100,164.61,24.45,4.91,403.73,6.25,12.02,9.88,19.93,73.24,2.37,100,100.54,0.535,0,0
1,56,80,100,153.49,20.99,5.2,400.6,6.6,10.94,10.0,20.2,73.36,2.43,100,100.45,0.452,0,0
1,57,80,100,158.82,20.87,5.06,408.45,5.87,11.47,9.77,18.34,71.39,2.09,100,100.28,0.276,0,0
1,58,80,100,162.26,22.75,4.38,390.04,6.99,9.78,9.93,18.39,73.84,2.3,100,100.32,0.317,0,0
1,59,80,100,161.7,24.84,4.95,403.76,5.91,12.95,9.85,18.63,72.4,2.17,100,100.24,0.24,0,0
2,0,70,80,143.23,21.28,4.99,401.22,6.07,12.7,8.05,19.23,76.03,2.37,80,88.45,10.559,1,12
2,1,70,80,156.13,21.19,4.6,424.28,6.68,11.58,7.79,20.14,72.17,2.19,80,87.68,9.598,1,11
2,2,70,80,147.67,21.15,4.94,407.08,6.64,13.53,8.09,18.7,70.08,2.24,80,85.17,6.463,1,10
2,3,70,80,146.87,22.32,4.37,428.62,6.35,12.3,7.77,19.51,74.81,2.44,80,84.64,5.801,1,9
2,4,70,80,150.49,21.8,4.4,419.76,6.65,12.44,8.04,18.98,75.23,2.48,80,82.66,3.329,1,8
2,5,70,80,147.05,21.24,4.36,420.94,7.0,11.13,8.07,18.24,69.69,2.52,80,85.27,6.588,1,7
2,6,70,80,149.39,19.53,5.27,426.03,6.43,12.46,7.72,19.45,70.05,2.27,80,84.27,5.338,1,6
2,7,70,80,146.26,22.09,4.86,426.52,6.5,12.41,7.92,20.07,67.71,2.49,80,87.27,9.086,1,5
2,8,70,80,145.44,23.63,5.05,429.71,6.51,11.83,7.96,18.94,75.59,2.33,80,83.63,4.532,1,4
2,9,70,80,150.47,22.32,4.96,427.45,6.39,11.26,7.83,17.74,72.29,2.29,80,83.42,4.276,1,3
2,10,70,80,139.13,20.15,5.08,413.35,6.64,10.89,8.29,18.78,71.77,2.65,80,86.75,8.441,1,2
2,11,70,80,147.08,20.81,4.72,425.1,6.46,11.68,8.29,18.68,76.99,2.31,80,85.44,6.801,1,1
2,12,70,80,149.07,22.36,4.62,411.46,6.68,12.79,8.01,18.11,68.31,2.09,80,81.42,1.774,0,0
2,13,70,80,148.33,22.53,4.8,397.4,6.42,11.87,8.42,18.15,70.78,2.56,80,84.45,5.559,1,0
2,14,70,80,149.69,21.51,4.88,427.78,6.18,12.7,7.73,18.92,71.9,2.21,80,82.87,3.587,1,0
2,15,70,80,146.13,20.33,4.71,408.96,6.63,11.08,8.14,18.2,69.68,2.21,80,83.49,4.363,1,0
2,16,70,80,148.99,21.19,4.92,398.93,6.48,13.6,8.03,19.05,72.73,2.43,80,81.99,2.492,0,0
2,17,70,80,142.95,21.61,4.62,433.12,6.37,10.45,7.75,17.02,70.9,2.27,80,82.18,2.723,1,0
2,18,70,80,151.24,22.6,4.76,398.65,6.75,12.44,8.06,19.6,68.87,2.6,80,82.98,3.731,1,0
2,19,70,80,150.25,19.71,4.57,435.16,6.4,12.67,8.05,18.59,74.32,2.26,80,81.31,1.644,0,0
2,20,70,80,145.59,21.95,4.9,404.33,6.21,11.53,7.93,18.13,70.01,2.19,80,82.33,2.907,1,0
2,21,70,80,150.43,21.25,4.7,421.4,6.17,11.08,7.81,18.41,68.47,2.32,80,82.53,3.162,1,0
2,22,70,80,143.24,21.43,4.75,423.42,6.49,10.84,7.75,18.78,74.0,1.97,80,82.03,2.543,1,0
2,23,70,80,151.57,21.25,4.94,412.97,6.45,10.7,7.53,19.44,68.91,2.23,80,81.25,1.561,0,0
2,24,70,80,143.77,21.23,4.62,423.78,6.68,12.26,8.05,19.71,68.7,2.29,80,82.46,3.077,1,0
2,25,70,80,151.79,19.98,4.72,433.58,6.7,12.16,7.96,18.43,71.71,2.26,80,81.63,2.04,0,0
2,26,70,80,148.24,20.72,4.93,449.14,5.79,12.26,7.85,18.86,71.33,2.41,80,82.4,3.002,1,0
2,27,70,80,148.58,22.53,4.21,435.9,6.65,12.86,7.76,18.14,72.12,2.3,80,81.62,2.031,0,0
2,28,70,80,151.25,19.63,5.04,420.08,6.42,10.82,8.1,17.35,72.51,2.08,80,81.26,1.57,0,0
2,29,70,80,147.64,22.57,4.76,413.06,6.3,13.02,8.11,18.64,71.18,2.06,80,81.37,1.709,0,0
2,30,70,80,142.72,22.15,4.83,443.87,6.06,11.92,8.36,19.28,69.91,2.33,80,81.48,1.852,0,0
2,31,70,80,148.85,20.7,4.78,404.02,6.55,12.36,7.95,17.99,73.68,2.35,80,81.11,1.393,0,0
2,32,70,80,147.16,19.9,4.54,414.62,6.99,11.49,8.13,18.53,71.59,2.28,80,81.42,1.776,0,0
2,33,70,80,146.4,19.83,4.45,414.68,6.0,12.33,7.91,20.28,66.6,2.33,80,81.05,1.311,0,0
2,34,70,80,146.52,21.54,4.22,422.37,7.26,11.64,8.05,19.39,71.05,2.21,80,80.47,0.592,0,0
2,35,70,80,149.92,21.29,4.55,421.27,6.27,11.58,8.12,17.98,74.0,2.09,80,80.7,0.873,0,0
2,36,70,80,153.77,22.53,4.82,410.59,6.29,12.06,8.01,18.84,71.68,2.27,80,80.65,0.809,0,0
2,37,70,80,146.45,22.31,4.46,418.1,6.17,12.09,7.92,19.71,72.96,2.1,80,81.06,1.322,0,0
2,38,70,80,145.68,20.82,4.88,415.08,6.86,11.38,7.88,18.46,69.83,2.46,80,81.21,1.516,0,0
2,39,70,80,153.13,23.67,4.54,420.7,6.03,11.38,7.87,18.16,69.47,2.28,80,80.54,0.677,0,0
2,40,70,80,150.53,20.48,5.5,415.49,6.53,10.96,8.34,19.52,71.89,2.1,80,80.8,0.999,0,0
2,41,70,80,144.64,22.86,5.0,420.95,5.53,11.21,8.14,19.52,74.63,2.06,80,80.79,0.988,0,0
2,42,70,80,151.05,19.74,4.8,422.74,6.38,10.52,7.93,18.58,70.55,2.22,80,80.55,0.694,0,0
2,43,70,80,147.88,21.84,4.72,415.9,6.54,10.46,8.1,18.84,71.65,2.44,80,80.57,0.71,0,0
2,44,70,80,142.08,21.67,4.8,421.7,6.32,12.53,8.19,19.07,70.85,1.98,80,80.69,0.866,0,0
2,45,70,80,151.67,22.04,4.58,426.74,6.84,13.25,7.82,18.6,73.48,2.31,80,80.49,0.613,0,0
2,46,70,80,149.24,21.98,4.82,422.2,6.4,13.18,7.82,18.43,71.62,2.43,80,80.52,0.644,0,0
2,47,70,80,144.07,19.36,4.81,408.82,6.35,12.53,7.87,19.05,70.06,2.4,80,80.73,0.917,0,0
2,48,70,80,145.92,21.23,5.06,423.93,5.94,12.52,7.78,19.61,73.93,2.34,80,80.66,0.826,0,0
2,49,70,80,147.37,22.08,4.71,422.36,6.85,11.55,7.88,18.06,68.96,2.03,80,80.46,0.577,0,0
2,50,70,80,153.43,22.83,4.39,427.25,7.07,11.63,8.02,17.52,72.51,2.14,80,80.39,0.492,0,0
2,51,70,80,143.32,21.94,5.06,412.17,6.05,10.28,7.95,18.53,67.71,2.37,80,80.45,0.562,0,0
2,52,70,80,144.77,20.85,5.07,426.03,6.45,12.5,7.77,18.76,71.62,2.23,80,80.43,0.54,0,0
2,53,70,80,145.66,21.91,4.94,390.83,6.98,9.56,7.88,19.71,70.78,2.08,80,80.3,0.372,0,0
2,54,70,80,151.08,19.48,5.08,419.45,6.02,11.53,7.8,19.33,72.67,2.04,80,80.33,0.411,0,0
2,55,70,80,145.41,22.69,4.46,436.04,6.49,11.07,7.86,18.16,68.62,2.31,80,80.26,0.324,0,0
2,56,70,80,141.46,21.02,4.35,412.48,6.14,11.3,8.4,18.91,71.92,2.03,80,80.26,0.323,0,0
2,57,70,80,148.65,20.38,5.03,407.97,6.39,11.53,8.03,18.54,70.44,2.26,80,80.26,0.324,0,0
2,58,70,80,149.46,21.64,4.78,415.7,6.82,11.81,7.94,18.91,75.73,2.1,80,80.34,0.422,0,0
2,59,70,80,142.32,21.62,5.19,424.89,6.57,11.55,8.01,18.6,69.52,2.26,80,80.29,0.36,0,0
3,0,80,90,149.92,22.59,5.04,412.32,6.89,12.07,9.08,19.06,71.55,2.22,90,96.72,7.462,1,9
3,1,80,90,152.64,21.53,5.01,412.52,5.94,12.9,8.98,18.21,74.43,2.39,90,93.58,3.974,1,8
3,2,80,90,159.33,22.86,4.9,425.9,6.56,11.98,8.87,19.09,73.05,2.3,90,93.64,4.047,1,7
3,3,80,90,154.39,22.13,4.57,395.28,6.73,9.92,9.04,18.76,74.91,2.23,90,94.31,4.79,1,6
3,4,80,90,152.81,22.31,5.08,405.37,6.9,11.21,9.06,19.5,73.34,2.59,90,94.92,5.468,1,5
3,5,80,90,149.86,21.21,5.07,414.98,6.54,11.1,9.15,18.12,74.26,2.73,90,95.88,6.533,1,4
3,6,80,90,155.75,21.71,4.45,403.97,6.06,10.84,9.34,19.12,72.46,2.25,90,93.22,3.579,1,3
3,7,80,90,156.89,22.17,5.03,408.04,6.36,10.87,8.6,18.76,71.79,2.11,90,92.79,3.102,1,2
3,8,80,90,154.16,20.04,4.67,414.07,6.65,11.08,9.03,19.47,72.96,2.29,90,92.95,3.281,1,1
3,9,80,90,152.11,22.67,4.95,416.29,6.55,12.66,9.02,19.31,73.98,2.18,90,91.55,1.721,0,0
3,10,80,90,158.63,22.46,4.47,402.86,6.81,11.78,8.9,19.81,69.12,2.18,90,92.76,3.065,1,0
3,11,80,90,155.17,22.7,5.13,411.99,6.7,11.79,9.01,18.94,72.35,2.42,90,93.49,3.88,1,0
3,12,80,90,154.13,21.39,4.92,409.72,6.58,13.77,8.9,19.16,74.09,2.31,90,94.02,4.462,1,0
3,13,80,90,152.87,22.52,4.7,406.48,6.6,12.68,9.06,19.69,71.52,2.25,90,93.85,4.283,1,0
3,14,80,90,155.18,21.48,4.73,400.57,6.87,11.71,9.03,18.96,73.27,2.17,90,91.48,1.641,0,0
3,15,80,90,154.67,22.8,4.98,401.91,6.77,11.4,8.9,18.41,75.09,2.4,90,92.74,3.047,1,0
3,16,80,90,157.74,25.01,4.47,402.62,6.25,11.32,8.78,18.79,69.46,2.35,90,92.21,2.458,0,0
3,17,80,90,155.44,22.71,5.05,406.27,7.35,12.19,8.63,18.34,67.46,2.3,90,91.76,1.958,0,0
3,18,80,90,152.59,24.21,5.04,417.26,6.13,11.2,9.01,18.93,67.62,2.27,90,91.76,1.954,0,0
3,19,80,90,153.35,21.39,4.77,408.23,6.54,12.48,9.22,18.74,70.28,2.37,90,92.16,2.395,0,0
3,20,80,90,152.7,22.99,5.14,422.92,7.21,11.31,9.0,18.78,71.65,2.2,90,90.89,0.99,0,0
3,21,80,90,154.28,21.43,4.92,402.06,6.06,12.19,9.03,19.33,76.89,2.34,90,92.03,2.256,0,0
3,22,80,90,150.77,20.91,5.3,400.77,6.08,11.97,8.98,18.45,70.51,2.48,90,91.65,1.836,0,0
3,23,80,90,149.82,23.14,5.02,403.79,5.87,11.4,8.99,19.66,69.35,2.29,90,91.73,1.92,0,0
3,24,80,90,146.86,23.23,4.6,413.32,6.6,12.87,9.11,17.44,70.01,2.32,90,91.23,1.362,0,0
3,25,80,90,155.43,22.99,5.05,407.86,5.76,11.64,9.08,18.27,73.47,2.44,90,91.58,1.759,0,0
3,26,80,90,144.81,20.92,5.37,404.53,5.71,12.99,9.0,19.62,71.97,2.37,90,91.6,1.777,0,0
3,27,80,90,156.09,24.48,5.14,394.2,6.68,12.91,9.24,18.8,75.26,2.44,90,92.12,2.355,0,0
3,28,80,90,151.75,21.69,4.82,405.1,6.14,9.79,8.91,19.17,70.27,2.59,90,91.73,1.921,0,0
3,29,80,90,157.87,22.46,5.11,412.79,7.05,12.04,9.1,19.09,71.02,2.36,90,91.69,1.881,0,0
3,30,80,90,153.19,22.62,5.21,421.4,6.5,10.09,9.1,17.45,75.46,2.33,90,91.2,1.336,0,0
3,31,80,90,151.29,20.65,4.97,409.66,6.3,12.07,9.55,19.4,73.82,2.43,90,91.56,1.732,0,0
3,32,80,90,153.43,20.15,4.85,418.12,6.11,11.86,8.86,19.72,72.92,2.4,90,91.31,1.452,0,0
3,33,80,90,153.89,22.4,4.6,388.14,6.56,12.26,9.24,20.06,75.64,2.15,90,90.82,0.91,0,0
3,34,80,90,155.44,24.73,5.27,421.19,6.34,11.29,9.16,18.13,71.82,2.28,90,91.0,1.106,0,0
3,35,80,90,152.94,19.76,5.03,403.01,6.52,11.93,8.95,19.44,67.1,2.22,90,90.81,0.9,0,0
3,36,80,90,152.16,20.59,5.07,421.23,6.48,10.43,9.14,17.79,71.95,2.17,90,90.37,0.407,0,0
3,37,80,90,152.67,22.02,4.74,415.89,6.32,12.78,9.06,18.42,69.44,2.05,90,90.57,0.631,0,0
3,38,80,90,152.94,19.83,4.77,400.99,7.13,10.64,8.71,19.66,74.34,2.19,90,90.56,0.62,0,0
3,39,80,90,155.85,19.87,4.43,407.19,7.12,11.65,9.02,19.61,76.23,2.21,90,90.63,0.702,0,0
3,40,80,90,159.47,20.68,5.16,399.82,6.54,11.81,8.81,18.41,71.89,2.45,90,90.75,0.834,0,0
